Ad,#Pass,#Watch,WPR_c,WPR_d,Category,Sub-category,Media,Text-percentage,Color-scheme
P8,11,0,0,1,architecture,bridge,picture,0,blue
P8,3,0,0,1,architecture,bridge,picture,0,blue
P8,4,1,0.25,2,architecture,bridge,picture,0,blue
P8,1,0,0,1,architecture,bridge,picture,0,blue
P8,11,0,0,1,architecture,bridge,picture,0,blue
P8,2,1,0.5,3,architecture,bridge,picture,0,blue
P8,2,,0,1,architecture,bridge,picture,0,blue
P8,1,,0,1,architecture,bridge,picture,0,blue
P8,2,,0,1,architecture,bridge,picture,0,blue
P8,5,2,0.4,2,architecture,bridge,picture,0,blue
P8,1,,0,1,architecture,bridge,picture,0,blue
P8,2,,0,1,architecture,bridge,picture,0,blue
P8,1,,0,1,architecture,bridge,picture,0,blue
P9,3,,0,1,architecture,building,picture,0,yellow
P9,1,,0,1,architecture,building,picture,0,yellow
P9,1,,0,1,architecture,building,picture,0,yellow
P9,1,0,0,1,architecture,building,picture,0,yellow
P9,3,0,0,1,architecture,building,picture,0,yellow
P9,4,0,0,1,architecture,building,picture,0,yellow
P9,2,1,0.5,3,architecture,building,picture,0,yellow
P9,1,0,0,1,architecture,building,picture,0,yellow
P9,3,0,0,1,architecture,building,picture,0,yellow
P9,4,0,0,1,architecture,building,picture,0,yellow
P9,2,1,0.5,3,architecture,building,picture,0,yellow
P9,1,,0,1,architecture,building,picture,0,yellow
P9,2,1,0.5,3,architecture,building,picture,0,yellow
P9,2,1,0.5,3,architecture,building,picture,0,yellow
P9,3,1,0.333333333,2,architecture,building,picture,0,yellow
P9,5,2,0.4,2,architecture,building,picture,0,yellow
P9,1,,0,1,architecture,building,picture,0,yellow
P9,1,1,1,5,architecture,building,picture,0,yellow
P9,2,2,1,5,architecture,building,picture,0,yellow
P9,2,,0,1,architecture,building,picture,0,yellow
V1,6,4,0.666666667,4,entertainment,music,video,,
V1,6,5,0.833333333,5,entertainment,music,video,,
V1,5,4,0.8,4,entertainment,music,video,,
V1,4,2,0.5,3,entertainment,music,video,,
V1,5,4,0.8,4,entertainment,music,video,,
V1,4,2,0.5,3,entertainment,music,video,,
V1,2,2,1,5,entertainment,music,video,,
V1,1,1,1,5,entertainment,music,video,,
V1,2,1,0.5,3,entertainment,music,video,,
V1,1,1,1,5,entertainment,music,video,,
V1,3,2,0.666666667,4,entertainment,music,video,,
V1,2,1,0.5,3,entertainment,music,video,,
V1,2,,0,1,entertainment,music,video,,
V2,5,4,0.8,4,entertainment,music,video,,
V2,6,4,0.666666667,4,entertainment,music,video,,
V2,11,11,1,5,entertainment,music,video,,
V2,11,3,0.272727273,2,entertainment,music,video,,
V2,11,11,1,5,entertainment,music,video,,
V2,11,3,0.272727273,2,entertainment,music,video,,
V2,1,1,1,5,entertainment,music,video,,
V2,3,3,1,5,entertainment,music,video,,
V2,10,8,0.8,4,entertainment,music,video,,
V2,3,3,1,5,entertainment,music,video,,
V2,18,15,0.833333333,5,entertainment,music,video,,
V2,7,4,0.571428571,3,entertainment,music,video,,
V3,2,1,0.5,3,speech,Jobs,video,,
V3,2,1,0.5,3,speech,Jobs,video,,
